C	inner_split	ndcg_ohc
1	0	0.7002753892640606
1	1	0.7192408175225457
1	2	0.7407722099019544
4	0	0.7051989712554637
4	1	0.7133347701898467
4	2	0.7411969417015087
16	0	0.7172322982219254
16	1	0.7131315156889273
16	2	0.7419235391206396
32	0	0.7139031253432613
32	1	0.7085928487336952
32	2	0.7374406097314162
64	0	0.7039314740915965
64	1	0.6899273457942143
64	2	0.7177831254141932
128	0	0.691389223604644
128	1	0.6720961409667272
128	2	0.6994864793338214
256	0	0.6679285911081997
256	1	0.6411870328302305
256	2	0.6750911286531448
