k	top_acc_perc
1	32.30769230769231
2	47.69230769230769
3	58.46153846153847
4	64.61538461538461
5	69.23076923076923
6	70.76923076923077
7	72.3076923076923
8	75.38461538461539
9	76.92307692307693
10	78.46153846153847
11	78.46153846153847
12	78.46153846153847
13	78.46153846153847
14	80.0
15	81.53846153846153
16	81.53846153846153
17	81.53846153846153
18	83.07692307692308
19	83.07692307692308
20	83.07692307692308
21	84.61538461538461
22	84.61538461538461
23	87.6923076923077
24	87.6923076923077
25	87.6923076923077
26	87.6923076923077
27	87.6923076923077
28	89.23076923076924
29	89.23076923076924
30	89.23076923076924
31	89.23076923076924
32	89.23076923076924
33	90.76923076923077
34	90.76923076923077
35	92.3076923076923
36	93.84615384615384
37	95.38461538461539
38	95.38461538461539
39	96.92307692307692
40	96.92307692307692
41	96.92307692307692
42	96.92307692307692
43	96.92307692307692
44	96.92307692307692
45	96.92307692307692
46	96.92307692307692
47	98.46153846153847
48	98.46153846153847
49	98.46153846153847
50	98.46153846153847
