spectrum	rt	pref_value
EAX017001	8.2	-0.09120250013342535
EAX030301	13.3	0.04579319841161755
EAX028001	14.4	0.0037479500385924625
EAX277901	4.0	-0.2037800714230622
EAX265801	11.7	0.030262929085165202
EAX012601	14.4	0.020019021831684913
EAX256101	15.0	-0.08640087785526518
EAX011601	1.7	-0.24196844183269484
EAX027401	4.5	-0.05387435230037596
EAX282401	7.1	-0.22004817079395167
EAX293901	6.9	-0.029137965642349606
EAX024901	6.6	-0.16717538504108642
EAX014601	2.7	-0.30102025710911384
EAX019501	9.4	-0.0918879624719584
EAX020201	10.9	-0.04094002505726202
EAX012201	2.4	-0.06264666214671877
EAX281001	5.7	-0.24635887267585943
EAX032601	5.8	-0.2952556898068721
EAX034301	2.0	-0.2415658075287359
EAX285501	1.6	-0.2638037756970295
EAX034701	5.4	-0.046970010884049174
EAX282001	12.8	0.0108894821783041
EAX284101	10.2	-0.04751003177957103
EAX028801	8.6	0.0055239844084806755
EAX286101	1.6	-0.17783231618686468
EAX065201	2.7	-0.14661412239409222
EAX294601	4.1	-0.3156362507487689
EAX069801	7.5	-0.08513321632394799
EAX024201	6.2	-0.15481727073387752
EAX262601	11.8	0.04233779200318101
EAX281701	8.2	-0.0364729979724272
EAX015601	11.7	-0.014266150255928256
EAX064301	4.4	-0.3684914037225351
EAX099201	3.7	0.00392875007125415
EAX028901	6.7	-0.1379705716443702
EAX065701	8.7	-0.0213622957305577
EAX026801	4.3	-0.22853795919387565
EAX027301	8.3	-0.23793440001095334
EAX027901	8.3	0.01747062566935398
EAX028601	8.9	-0.0011672714337578327
EAX013601	8.5	-0.02086473095551611
EAX293301	4.6	-0.2701154342959473
EAX012801	5.1	-0.2395503538982915
EAX280301	4.0	-0.23292332897845647
EAX292301	11.5	0.0460381074431242
EAX298601	1.3	-0.17604554699025066
EAX271101	6.6	-0.23996233511269338
EAX066701	5.6	-0.29302689719180464
EAX020101	3.2	-0.021365760371686804
EAX067001	0.9	-0.32715824997505827
EAX274101	6.7	-0.2358967694697558
EAX010401	10.1	0.06376128879176912
EAX294201	4.9	-0.2543102728548323
EAX016901	9.8	-0.1957877913160182
EAX025801	1.3	-0.26053791276520677
EAX025301	2.2	-0.17260334712773684
EAX016701	4.7	-0.15807969618895434
EAX261001	9.1	0.0021167825597294687
EAX029801	11.0	-0.0904356994766351
EAX013401	3.6	-0.024588882418140112
EAX070701	2.2	-0.0959277499927289
EAX023101	10.1	-0.07784857527309397
EAX029201	6.3	-0.09017850715451992
EAX295201	1.7	-0.24403171910465815
EAX281401	6.3	-0.2718463728697369
EAX281301	4.8	-0.10552922591580405
EAX007101	5.0	-0.14919905958368584
EAX006701	7.6	-0.20648731593326275
EAX285401	10.8	-0.16435461330280976
EAX013801	9.9	-0.21945379409002186
EAX028301	6.6	-0.18046619022991273
EAX293401	13.4	-0.04367755792612682
EAX274001	10.1	-0.11437660270706407
EAX285701	9.2	-0.25576755929464823
EAX293701	5.8	-0.1267385162495318
EAX066101	12.4	-0.1460111754371871
EAX029401	3.6	-0.1319489568329364
EAX275901	7.2	-0.20506848051703186
EAX028701	5.0	-0.2259460025115061
EAX012501	1.2	-0.22150553456609678
EAX030101	6.6	-0.30466106797109216
EAX270901	6.4	-0.11179507880262385
EAX015701	5.7	-0.09187858080272182
EAX295101	11.5	-0.24196491263722564
EAX271201	2.9	-0.07346558488237065
EAX278901	8.7	-0.18261686191041132
EAX295601	5.2	-0.0549181413273252
EAX295701	20.4	0.09023970464393116
EAX006901	4.9	-0.08735021554987021
EAX295501	14.1	-0.02139872601572218
EAX014701	10.4	-0.043624627846987174
EAX070101	5.7	-0.19260580999039867
EAX034201	3.6	-0.13052099014280838
EAX280201	10.3	0.0794932308485734
EAX264901	14.0	0.08613563348224362
EAX263701	12.4	0.05247508954978386
EAX069901	4.6	-0.1322201703770869
EAX290301	4.6	-0.09872569100143558
EAX021301	11.2	0.027622480506290237
EAX008501	5.3	-0.13720077875253
